#UniProtKBID	EntrezGeneID	GeneSymbol	DrugBankIDs
P08908	3350	5HT1A	DB14010;DB01614;DB00866;DB01616;DB00321;DB00543;DB00714;DB01238;DB14185;DB06216;DB04888;DB08807;DB09128;DB01200;DB00490;DB00248;DB09061;DB06016;DB00477;DB08810;DB00363;DB04884;DB01151;DB11273;DB13345;DB00988;DB09167;DB06446;DB01142;DB00216;DB01049;DB00696;DB01175;DB04908;DB12141;DB00502;DB04946;DB00458;DB01221;DB04970;DB05509;DB00589;DB04948;DB00408;DB08815;DB04829;DB14009;DB00422;DB00247;DB06148;DB05339;DB01618;DB14011;DB05562;DB00952;DB01149;DB00540;DB00334;DB00904;DB01267;DB12061;DB00715;DB01359;DB01186;DB08922;DB00960;DB01621;DB09244;DB06153;DB00413;DB00571;DB01224;DB06506;DB00734;DB06538;DB05271;DB06454;DB09304;DB00669;DB11755;DB01622;DB09289;DB13025;DB00656;DB00726;DB06684;DB09068;DB06393;DB01392;DB00246;DB00315;
P28222	3351	5HT1B	DB00918;DB00321;DB00543;DB00714;DB01238;DB14185;DB06216;DB08807;DB01200;DB00248;DB00363;DB04884;DB11273;DB13345;DB00320;DB00216;DB01049;DB00696;DB00998;DB12141;DB01221;DB00589;DB00408;DB00247;DB00952;DB06096;DB00334;DB00904;DB00715;DB01359;DB01186;DB00960;DB06153;DB00571;DB01224;DB00953;DB09304;DB00669;DB13025;DB09068;DB01392;DB00246;DB00315;
P28221	3352	5HT1D	DB00918;DB00321;DB00714;DB01238;DB14185;DB01200;DB00248;DB00363;DB11273;DB13345;DB00320;DB00216;DB01049;DB00696;DB00998;DB12141;DB01221;DB00589;DB04948;DB00408;DB00952;DB06096;DB00334;DB01267;DB00715;DB01186;DB06153;DB01224;DB00734;DB00953;DB09304;DB00669;DB13025;DB00726;DB01392;DB00246;DB00315;
P28566	3354	5HT1E	DB01238;DB14185;DB00363;DB11273;DB13345;DB00216;DB01049;DB12141;DB01221;DB00408;DB00247;DB00334;DB00715;DB01224;DB09304;DB13025;DB00246;
P30939	3355	5HT1F	DB11273;DB13345;DB00216;DB01049;DB00696;DB12141;DB01221;DB11732;DB00247;DB06148;DB00952;DB00334;DB00715;DB00953;DB09304;DB00669;DB13025;DB00315;
P28223	3356	5HT2A	DB13940;DB01537;DB14010;DB01614;DB06288;DB00321;DB00543;DB08927;DB04599;DB05227;DB00714;DB01238;DB14185;DB06216;DB05687;DB09223;DB09128;DB01200;DB09016;DB00248;DB09061;DB06016;DB00477;DB01239;DB08810;DB00604;DB01242;DB00363;DB00924;DB00434;DB06512;DB01151;DB11273;DB13345;DB01488;DB00843;DB09167;DB06446;DB01142;DB05492;DB00751;DB12177;DB01049;DB00696;DB01175;DB06678;DB09194;DB00574;DB04908;DB00875;DB00623;DB04842;DB12141;DB00502;DB05079;DB04946;DB00458;DB01221;DB12465;DB00555;DB00589;DB09195;DB00408;DB06077;DB08815;DB00934;DB14009;DB00933;DB01403;DB00247;DB06148;DB01454;DB00805;DB00370;DB01442;DB01618;DB13948;DB14011;DB01149;DB12555;DB00540;DB06229;DB00334;DB01267;DB00715;DB01186;DB08922;DB05316;DB09286;DB01621;DB06153;DB00420;DB01069;DB00777;DB01224;DB00409;DB00734;DB12693;DB12163;DB08839;DB06144;DB09304;DB01079;DB01622;DB00679;DB01623;DB13025;DB00656;DB00726;DB06109;DB01392;DB00246;DB09225;DB01624;
P41595	3357	5HT2B	DB00543;DB00714;DB01238;DB06216;DB01200;DB00248;DB06016;DB00477;DB01239;DB01242;DB00924;DB11273;DB13345;DB00320;DB01142;DB00216;DB05492;DB01049;DB00696;DB06678;DB00574;DB12141;DB01221;DB00589;DB04829;DB00353;DB00247;DB06148;DB01454;DB00805;DB06229;DB05461;DB00715;DB01186;DB09286;DB06153;DB05607;DB09304;DB01079;DB13025;DB00508;DB01392;
P28335	3358	5HT2C	DB13940;DB01537;DB06594;DB00321;DB00543;DB00714;DB01238;DB14185;DB06216;DB01200;DB00248;DB09014;DB00477;DB01239;DB01242;DB00363;DB00924;DB00434;DB04884;DB06512;DB01151;DB01191;DB11273;DB13345;DB06446;DB01142;DB05492;DB12177;DB01049;DB00696;DB01175;DB06678;DB09194;DB00574;DB00472;DB00623;DB12141;DB00502;DB00458;DB01221;DB00589;DB04948;DB04871;DB09195;DB00408;DB12110;DB00934;DB01403;DB00247;DB06148;DB01454;DB00805;DB00370;DB01149;DB00540;DB06229;DB00334;DB01267;DB00715;DB01186;DB06153;DB00420;DB00777;DB01224;DB00734;DB12163;DB06144;DB09304;DB01079;DB13025;DB00193;DB00656;DB00726;DB01392;DB00246;
P46098	3359	5HT3A	DB00969;DB00543;DB01238;DB14185;DB01156;DB09061;DB01161;DB04885;DB00604;DB00363;DB05642;DB05049;DB11273;DB13345;DB00757;DB00988;DB01049;DB00898;DB12141;DB00889;DB01221;DB00555;DB00408;DB01043;DB00333;DB01233;DB00334;DB00904;DB00377;DB00715;DB00721;DB01224;DB09290;DB04917;DB00728;DB08839;DB09304;DB06204;DB13025;DB06422;DB00726;DB11699;DB01199;DB09068;DB00246;
Q13639	3360	5HT4R	DB08810;DB00604;DB11273;DB13345;DB01049;DB12141;DB01233;DB05542;DB00904;DB00715;DB04873;DB06480;DB04917;DB09304;DB05905;DB01079;DB13025;DB06422;DB12702;
P50406	3362	5HT6R	DB00321;DB00543;DB01238;DB14185;DB06216;DB00477;DB00363;DB00924;DB11273;DB13345;DB01488;DB01142;DB01049;DB12141;DB00502;DB04946;DB00458;DB00408;DB04829;DB06148;DB00540;DB00334;DB00715;DB05993;DB01224;DB06144;DB09304;DB05042;DB06140;DB13025;DB00246;DB09225;
P34969	3363	5HT7R	DB06288;DB00321;DB00543;DB01238;DB14185;DB06216;DB01200;DB00248;DB00477;DB00363;DB00924;DB00434;DB11273;DB13345;DB00988;DB00216;DB00751;DB01049;DB12141;DB00502;DB04946;DB00458;DB00589;DB04948;DB00408;DB08815;DB00934;DB00247;DB06148;DB01267;DB00715;DB01224;DB00734;DB13988;DB09304;DB13025;DB09068;DB00246;DB09225;
O60921	3364	HUS1
P24821	3371	TENA
Q12794	3373	HYAL1
P10997	3375	IAPP	DB09130;
P41252	3376	SYIC	DB00167;
Q05084	3382	ICA69
P05362	3383	ICAM1	DB08818;DB12598;DB00108;
P13598	3384	ICAM2
P32942	3385	ICAM3
Q14773	3386	ICAM4
Q02556	3394	IRF8
Q14197	3396	ICT1
P41134	3397	ID1
Q02363	3398	ID2
Q02535	3399	ID3
P47928	3400	ID4
P14735	3416	IDE	DB00626;DB00030;DB00071;DB14487;DB14533;
O75874	3417	IDHC	DB09374;DB01727;DB14568;DB03461;
P48735	3418	IDHP	DB13874;DB01727;
P50213	3419	IDH3A	DB09130;DB06757;DB00157;DB09092;
O43837	3420	IDH3B	DB00157;
P51553	3421	IDH3G	DB06757;DB00157;
Q13907	3422	IDI1	DB01785;
P22304	3423	IDS	DB09301;
P35475	3425	IDUA	DB09301;
P05156	3426	CFAI	DB09130;DB01593;DB14487;DB14533;
Q16666	3428	IF16
P40305	3429	IFI27
P80217	3430	IN35
Q9HB58	3431	SP110
P09913	3433	IFIT2
P09914	3434	IFIT1
O14879	3437	IFIT3
P01562	3439	IFNA1
P01563	3440	IFNA2	DB12773;
P05014	3441	IFNA4
P01569	3442	IFNA5
P32881	3445	IFNA8
P01570	3448	IFN14
P05015	3449	IFN16
P17181	3454	INAR1	DB05258;DB00034;DB00105;DB00011;DB00018;DB00069;DB00060;DB00068;DB05472;DB00008;DB00022;
P48551	3455	INAR2	DB00034;DB00105;DB00011;DB00018;DB00069;DB00060;DB00068;DB06152;DB05472;DB00008;DB00022;
P01574	3456	IFNB	DB02379;
P01579	3458	IFNG	DB14724;DB05111;DB10770;DB10772;DB01296;DB01250;DB05110;
P15260	3459	INGR1	DB00033;
P38484	3460	INGR2	DB00033;
P05000	3467	IFNW1
O00458	3475	IFRD1
P78318	3476	IGBP1
P05019	3479	IGF1	DB01890;DB02643;
P08069	3480	IGF1R	DB07156;DB07474;DB05023;DB12267;DB12250;DB01306;DB09564;DB01307;DB00047;DB01309;DB00030;DB00046;DB00071;DB06075;DB01277;DB14751;DB04395;DB05897;DB09098;DB06343;DB05184;
P01344	3481	IGF2
P11717	3482	MPRI	DB02900;DB13173;DB01277;DB14751;
P35858	3483	ALS	DB09130;DB01277;DB01593;DB14487;DB14533;
P08833	3484	IBP1	DB01277;
P18065	3485	IBP2	DB01277;
P17936	3486	IBP3	DB00523;DB06448;DB01277;
P22692	3487	IBP4	DB01277;
P24593	3488	IBP5	DB01277;
P24592	3489	IBP6	DB01277;
Q16270	3490	IBP7	DB00071;
O00622	3491	CCN1
P38935	3508	SMBP2
P01591	3512	IGJ	DB01593;DB14487;DB14533;
Q06330	3516	SUH
P15814	3543	IGLL1	DB09130;
Q8N6C5	3547	IGSF1
Q14623	3549	IHH
Q13123	3550	RED
O14920	3551	IKKB	DB06151;DB00945;DB01169;DB00995;DB06521;DB12010;DB00244;DB05183;DB00795;
P01583	3552	IL1A	DB06372;
P01584	3553	IL1B	DB05767;DB11967;DB06168;DB12140;DB00843;DB05442;DB10772;DB05260;DB12119;DB01017;DB06372;DB05412;DB05133;DB05470;DB05507;
P14778	3554	IL1R1	DB00026;DB10770;DB05303;DB05207;
Q9NPH3	3556	IL1AP
P18510	3557	IL1RA	DB06372;
P60568	3558	IL2	DB03455;DB04278;DB03372;DB01327;DB05304;DB05299;DB03453;DB02581;DB00852;DB03957;DB02555;DB06083;DB06584;
P01589	3559	IL2RA	DB00041;DB00074;DB00111;DB00004;
P14784	3560	IL2RB	DB00041;DB00074;DB00111;DB00004;
P31785	3561	IL2RG	DB00041;DB00004;DB05943;
P08700	3562	IL3	DB01025;DB09221;DB01593;DB14487;DB14533;
P26951	3563	IL3RA	DB00020;DB14731;
P05112	3565	IL4	DB06560;
P24394	3566	IL4RA	DB05078;DB12159;
P05113	3567	IL5	DB06612;DB01411;DB06602;
Q01344	3568	IL5RA	DB12023;
P05231	3569	IL6	DB05767;DB05513;DB11967;DB05744;DB12140;DB10770;DB10772;DB01404;DB09221;DB09036;DB06083;DB05470;DB05017;
P08887	3570	IL6RA	DB11767;DB06273;
P40189	3572	IL6RB
P13232	3574	IL7
P16871	3575	IL7RA
P10145	3576	IL8	DB05434;DB05484;DB05855;DB06083;
P25024	3577	CXCR1	DB01009;
P15248	3578	IL9
P25025	3579	CXCR2
Q01113	3581	IL9R
P22301	3586	IL10	DB05744;DB05771;
Q13651	3587	I10R1
Q08334	3588	I10R2
P20809	3589	IL11
Q14626	3590	I11RA	DB00038;
P29459	3592	IL12A
P29460	3593	IL12B	DB02763;DB05459;DB05848;DB14762;DB06083;DB14004;DB05679;
P42701	3594	I12R1
Q99665	3595	I12R2
P35225	3596	IL13	DB05305;DB11914;
P78552	3597	I13R1
Q14627	3598	I13R2	DB05078;
P40933	3600	IL15	DB01327;
Q13261	3601	I15RA
Q14005	3603	IL16
Q07011	3604	TNR9	DB12077;
Q16552	3605	IL17	DB11569;DB09029;
Q14116	3606	IL18
Q01167	3607	FOXK2
Q12905	3608	ILF2
Q12906	3609	ILF3
Q13418	3611	ILK
P29218	3612	IMPA1	DB03542;DB14509;DB01356;DB14507;DB14508;
O14732	3613	IMPA2	DB14509;DB01356;DB14507;DB14508;
P20839	3614	IMDH1	DB03948;DB01033;DB00688;DB01024;DB00157;DB00811;DB06408;DB06103;
P12268	3615	IMDH2	DB03948;DB04566;DB01033;DB00688;DB01024;DB00157;DB00811;DB03070;DB06103;
Q17R60	3617	IMPG1
Q9NQS7	3619	INCE	DB07340;
P14902	3620	I23O1	DB09061;DB14009;DB01065;DB14011;DB00435;DB00150;
Q9UK53	3621	ING1
Q9H160	3622	ING2
P05111	3623	INHA
P08476	3624	INHBA
P09529	3625	INHBB
P55103	3626	INHBC
P02778	3627	CXL10	DB11338;DB06116;DB04487;
P49441	3628	INPP
P01308	3630	INS	DB01776;DB08231;DB01593;DB14487;DB14533;
Q96PE3	3631	INP4A
Q14642	3632	I5P1
P32019	3633	I5P2	DB03158;
Q92835	3635	SHIP1
O15357	3636	SHIP2
O15503	3638	INSI1
P51460	3640	INSL3
Q01101	3642	INSM1
P06213	3643	INSR	DB08513;DB03909;DB05120;DB12267;DB09129;DB12010;DB01306;DB09564;DB01307;DB00047;DB01309;DB00030;DB00046;DB00071;DB01277;DB14751;DB05115;
P14616	3645	INSRR	DB12010;
P60228	3646	EIF3E
P52945	3651	PDX1
Q9Y573	3652	IPP
P51617	3654	IRAK1	DB12010;
P23229	3655	ITA6
O43187	3656	IRAK2
P48200	3658	IREB2
P10914	3659	IRF1
P14316	3660	IRF2
Q14653	3661	IRF3
Q15306	3662	IRF4
Q13568	3663	IRF5
O14896	3664	IRF6
Q92985	3665	IRF7
P35568	3667	IRS1	DB08513;
Q96AZ6	3669	ISG20	DB03685;
P61371	3670	ISL1
P56199	3672	ITA1
P17301	3673	ITA2
P08514	3674	ITA2B	DB00054;DB06472;DB04863;DB00775;
P26006	3675	ITA3
P13612	3676	ITA4	DB04997;DB05092;DB00108;DB05122;DB05468;DB06822;DB09033;
P08648	3678	ITA5	DB02709;
Q13683	3679	ITA7
Q13797	3680	ITA9
Q13349	3681	ITAD
P38570	3682	ITAE
P20701	3683	ITAL	DB04724;DB02177;DB07486;DB06972;DB00098;DB00095;DB03932;DB11611;DB00227;DB08860;DB01098;DB00641;
P11215	3684	ITAM
P06756	3685	ITAV	DB00098;DB00451;
P20702	3687	ITAX
P05556	3688	ITB1	DB00098;
P05107	3689	ITB2
P05106	3690	ITB3	DB00054;DB00098;DB00063;DB13949;DB06472;DB04863;DB00451;DB05787;DB02709;DB14520;DB00775;
P16144	3691	ITB4	DB05122;
P56537	3692	IF6	DB09130;
P18084	3693	ITB5
P18564	3694	ITB6
P26010	3695	ITB7	DB05122;DB09033;
P26012	3696	ITB8
P19827	3697	ITIH1	DB09338;DB01593;DB14487;DB14533;
P19823	3698	ITIH2	DB09130;DB01593;DB14487;DB14533;
Q06033	3699	ITIH3	DB01593;DB14487;DB14533;
Q14624	3700	ITIH4	DB01593;DB14487;DB14533;
Q08881	3702	ITK	DB12010;DB06589;DB02010;DB15035;
P46977	3703	STT3A
Q9BY32	3704	ITPA	DB04272;
Q13572	3705	ITPK1
P23677	3706	IP3KA	DB03401;DB01863;DB04395;
P27987	3707	IP3KB
Q14643	3708	ITPR1	DB03401;DB00201;DB09462;DB11590;
Q14571	3709	ITPR2	DB00201;
Q14573	3710	ITPR3	DB00201;
P26440	3712	IVD	DB04036;DB03147;
P07476	3713	INVO
Q9Y219	3714	JAG2
P23458	3716	JAK1	DB04716;DB11817;DB12500;DB12010;DB02375;DB08877;DB08895;DB15091;
O60674	3717	JAK2	DB04716;DB07162;DB08067;DB07161;DB11817;DB11986;DB12500;DB12010;DB08877;DB08895;DB05243;DB15035;
P52333	3718	JAK3	DB04716;DB11817;DB12010;DB06321;DB08895;DB15035;
Q92833	3720	JARD2
P05412	3725	JUN	DB01169;DB01029;DB05785;DB00852;DB00570;
P17275	3726	JUNB
P17535	3727	JUND
P14923	3728	PLAK	DB01593;DB14487;DB14533;
P23352	3730	KALM
P27701	3732	CD82
Q15046	3735	SYK	DB00123;
Q09470	3736	KCNA1	DB11640;DB00321;DB06637;DB01189;DB00228;DB00753;DB01028;DB01115;DB01236;DB08837;
P16389	3737	KCNA2	DB06637;
P22001	3738	KCNA3	DB06637;
P22459	3739	KCNA4	DB02299;DB06637;
P22460	3741	KCNA5	DB06637;DB11633;DB06217;
P17658	3742	KCNA6	DB06637;
Q16322	3744	KCA10	DB06637;
Q14721	3745	KCNB1	DB06637;
P48547	3746	KCNC1	DB06637;
Q96PR1	3747	KCNC2	DB06637;
Q14003	3748	KCNC3	DB06637;
Q03721	3749	KCNC4	DB04522;
Q9NSA2	3750	KCND1	DB06637;
Q9NZV8	3751	KCND2	DB06637;DB00280;DB00458;
Q9UK17	3752	KCND3	DB06637;DB00280;DB04855;DB00458;DB11633;DB06217;
P15382	3753	KCNE1	DB04957;
Q9H3M0	3754	KCNF1
Q9UIX4	3755	KCNG1
O95259	3756	KCNH1	DB00637;DB00458;
Q12809	3757	KCNH2	DB00346;DB01118;DB00321;DB00276;DB00637;DB04957;DB01244;DB12364;DB01136;DB11386;DB00477;DB00537;DB00604;DB01211;DB00280;DB00204;DB00590;DB01142;DB04855;DB00199;DB01195;DB00472;DB00176;DB01218;DB00308;DB00458;DB11633;DB01026;DB00455;DB01110;DB01149;DB11186;DB01074;DB00252;DB01100;DB11642;DB11090;DB00457;DB01035;DB01182;DB00908;DB06144;DB00489;DB00675;DB06457;DB01162;DB00342;DB00679;DB00661;DB06217;
P48048	3758	KCNJ1	DB00414;DB08838;DB00217;DB11148;DB00222;DB01382;DB00350;DB01124;DB01392;
P63252	3759	KCNJ2	DB01136;DB04855;DB00243;
P48549	3760	KCNJ3	DB00289;DB02451;DB04855;DB00898;DB01159;
P48050	3761	KCNJ4	DB01136;DB04855;DB00243;
P48544	3762	KCNJ5	DB00898;
P48051	3763	KCNJ6	DB00898;DB01159;DB11633;
Q15842	3764	KCNJ8	DB11148;DB01251;DB01289;DB01016;DB00922;DB00914;DB01154;DB01392;
Q92806	3765	KCNJ9	DB00898;DB11633;
P78508	3766	KCJ10	DB11148;DB01392;
Q14654	3767	KCJ11	DB11148;DB01119;DB00222;DB01016;DB00308;DB11633;DB00922;DB01154;DB00839;DB00661;DB01392;
Q14500	3768	KCJ12	DB11148;DB00204;DB04855;DB00243;DB01392;
O60928	3769	KCJ13
Q99712	3772	KCJ15	DB11148;DB01392;
Q9NPI9	3773	KCJ16
O00180	3775	KCNK1	DB00308;DB00908;DB01346;
O14649	3777	KCNK3	DB00561;DB01159;
Q12791	3778	KCMA1	DB00436;DB00356;DB01003;DB04209;DB01119;DB01159;DB00999;DB00774;DB01110;DB00721;DB09089;
Q16558	3779	KCMB1	DB01110;DB00721;DB09089;
Q92952	3780	KCNN1	DB01110;DB00721;DB09089;
Q9H2S1	3781	KCNN2	DB01110;DB00721;DB09089;
Q9UGI6	3782	KCNN3	DB01110;DB00721;DB09089;
O15554	3783	KCNN4	DB00257;DB00228;DB01159;DB01110;DB00721;DB00468;DB09089;
P51787	3784	KCNQ1	DB04957;DB01244;DB04855;DB06089;DB11633;
O43526	3785	KCNQ2	DB00321;DB00586;DB04953;DB06089;DB00939;
O43525	3786	KCNQ3	DB00321;DB00586;DB04953;DB00996;DB06089;DB00939;
Q9ULS6	3788	KCNS2
Q9BQ31	3790	KCNS3
P35968	3791	VGFR2	DB04727;DB07514;DB07528;DB06938;DB07326;DB06080;DB06626;DB08875;DB04849;DB05198;DB12147;DB12307;DB12010;DB06101;DB09078;DB06595;DB07537;DB07183;DB07333;DB07334;DB07274;DB09079;DB08519;DB08042;DB06589;DB05931;DB08901;DB05984;DB05578;DB08896;DB06436;DB00398;DB01268;DB05075;DB04879;DB05146;DB05014;
P23276	3792	KELL	DB02557;
P50053	3795	KHK
O00139	3796	KIF2A
O14782	3797	KIF3C
Q12840	3798	KIF5A
P33176	3799	KINH
O60282	3800	KIF5C
Q9BVG8	3801	KIFC3
P43626	3802	KI2L1
P43627	3803	KI2L2
P43628	3804	KI2L3
Q99706	3805	KI2L4
Q14954	3806	KI2S1
Q14952	3808	KI2S3
P43632	3809	KI2S4
P43629	3811	KI3L1
P43630	3812	KI3L2
Q14943	3813	KI3S1
Q15726	3814	KISS1
P10721	3815	KIT	DB06080;DB12742;DB09103;DB01254;DB12147;DB12010;DB00619;DB09078;DB06595;DB04868;DB05913;DB06589;DB12978;DB01962;DB08901;DB08896;DB00398;DB01268;DB05146;
P06870	3816	KLK1	DB01370;DB14517;DB14518;DB06728;DB06692;DB03127;DB06245;DB12598;
P20151	3817	KLK2
P03952	3818	KLKB1	DB09228;DB05311;DB12831;DB06404;DB14597;DB01593;DB14487;DB14533;
Q12918	3820	KLRB1
P26715	3821	NKG2A
P26717	3822	NKG2C
Q07444	3823	NKG2E
Q13241	3824	KLRD1
P01042	3827	KNG1	DB09130;DB01593;DB14487;DB14533;
Q07866	3831	KLC1
P52732	3832	KIF11	DB08244;DB08246;DB08037;DB08239;DB07064;DB08033;DB08250;DB03996;DB08198;DB06040;DB04331;DB08032;
Q9BW19	3833	KIFC1
Q9UIL4	3834	KIF25
Q14807	3835	KIF22
P52294	3836	IMA5
Q14974	3837	IMB1
P52292	3838	IMA1
O00505	3839	IMA4
O00629	3840	IMA3
O15131	3841	IMA6
Q92973	3842	TNPO1
O00410	3843	IPO5
P01116	3845	RASK	DB07771;DB15569;DB07780;DB15568;
P26371	3846	KRA59
P04264	3848	K2C1	DB09130;DB01593;DB14487;DB14533;
P35908	3849	K22E	DB11157;DB09130;DB01593;DB14487;DB14533;
P12035	3850	K2C3
P19013	3851	K2C4
P13647	3852	K2C5	DB01593;DB14487;DB14533;
P02538	3853	K2C6A	DB01593;DB14487;DB14533;
P04259	3854	K2C6B
P08729	3855	K2C7	DB01087;DB04959;
P05787	3856	K2C8	DB09130;DB06245;DB00031;
P35527	3857	K1C9	DB09130;DB01593;DB14487;DB14533;
P13645	3858	K1C10	DB09130;DB01593;DB14487;DB14533;
Q99456	3859	K1C12	DB11157;DB00400;
P13646	3860	K1C13
P02533	3861	K1C14	DB01593;DB14487;DB14533;
P19012	3866	K1C15
P08779	3868	K1C16	DB01593;DB14487;DB14533;
Q04695	3872	K1C17
P05783	3875	K1C18
P08727	3880	K1C19
Q15323	3881	K1H1
Q14532	3882	K1H2
O76009	3883	KT33A
Q14525	3884	KT33B
O76011	3885	KRT34
Q92764	3886	KRT35
Q14533	3887	KRT81
Q9NSB4	3888	KRT82
P78385	3889	KRT83
Q9NSB2	3890	KRT84
P78386	3891	KRT85
O43790	3892	KRT86
Q86UP2	3895	KTN1
P32004	3897	L1CAM	DB00898;
O00515	3898	LAD1
P51826	3899	AFF3
P18627	3902	LAG3
Q6GTX8	3903	LAIR1
Q6ISS4	3904	LAIR2
P00709	3906	LALBA	DB03796;
P24043	3908	LAMA2
Q16787	3909	LAMA3	DB06245;
Q16363	3910	LAMA4
O15230	3911	LAMA5	DB06245;
P07942	3912	LAMB1	DB06245;
P55268	3913	LAMB2
Q13751	3914	LAMB3
P11047	3915	LAMC1	DB06245;
P11279	3916	LAMP1
Q13753	3918	LAMC2
P13473	3920	LAMP2
P08865	3921	RSSA	DB09130;DB04985;
P16949	3925	STMN1
Q14847	3927	LASP1
P18428	3929	LBP
Q14739	3930	LBR
P04180	3931	LCAT
P06239	3932	LCK	DB03023;DB07146;DB06925;DB07297;DB01830;DB01254;DB12010;DB08056;DB08057;DB08055;DB09079;DB04395;DB08901;DB02010;DB15035;DB04003;
P31025	3933	LCN1	DB00755;
P80188	3934	NGAL	DB02710;DB01672;DB01926;DB04043;DB01631;DB04476;
P13796	3936	PLSL
Q13094	3937	LCP2
P09848	3938	LPH	DB04659;DB04282;DB08558;DB03389;DB00126;DB02376;DB04779;DB04564;DB02471;
P00338	3939	LDHA	DB11638;DB09130;DB02483;DB00157;DB02701;DB03940;DB09118;
P07195	3945	LDHB	DB02401;DB11638;DB00157;DB03940;DB09118;
P07864	3948	LDHC	DB00157;
P01130	3949	LDLR	DB14003;DB00707;DB11251;DB09270;
O14960	3950	LECT2
P41159	3952	LEP
P48357	3953	LEPR	DB05098;DB09046;
O95202	3954	LETM1
Q8NES3	3955	LFNG
P09382	3956	LEG1	DB04447;DB11638;DB03345;DB04396;
P05162	3957	LEG2	DB02379;
P17931	3958	LEG3	DB01827;DB04465;
Q08380	3959	LG3BP
P56470	3960	LEG4
P47929	3963	LEG7	DB02678;DB02379;
O00214	3964	LEG8
O00182	3965	LEG9	DB04472;
P01229	3972	LSHB
P22888	3973	LSHR	DB06719;DB00050;DB00097;DB09126;DB00014;DB00044;DB00032;
P48742	3975	LHX1
P15018	3976	LIF
P42702	3977	LIFR
P18858	3978	DNLI1	DB00290;
P49916	3980	DNLI3	DB00290;
P49917	3981	DNLI4
P55344	3982	LMIP
O14639	3983	ABLM1
P53667	3984	LIMK1	DB08912;DB12010;
P53671	3985	LIMK2	DB12010;
P48059	3987	LIMS1
P38571	3988	LICH
P11150	3990	LIPC
Q05469	3991	LIPS
O60427	3992	FADS1	DB00132;DB11358;DB00159;DB13168;DB09328;
Q6P1M3	3993	L2GL2
Q15334	3996	L2GL1
P49257	3998	LMAN1	DB00025;DB13998;DB13999;
P02545	4000	LMNA
P20700	4001	LMNB1
P25800	4004	RBTN1
P25791	4005	RBTN2
O43900	4007	PRIC3
Q8WWI1	4008	LMO7
Q8TE12	4009	LMX1A
O60663	4010	LMX1B
Q9UIQ6	4012	LCAP
O00534	4013	VMA5A
P23490	4014	LORI
P28300	4015	LYOX	DB09130;DB06778;
Q08397	4016	LOXL1
Q9Y4K0	4017	LOXL2
P06858	4023	LIPL	DB13751;DB09568;DB13928;DB06439;
P22079	4025	PERL
Q93052	4026	LPP
Q12912	4033	LRMP
O75427	4034	LRCH4
Q07954	4035	LRP1	DB00025;DB00100;DB13152;DB06245;DB13998;DB13999;DB00031;
P98164	4036	LRP2	DB00115;DB00798;DB00071;DB00013;
O75074	4037	LRP3
O75096	4038	LRP4
O75581	4040	LRP6
O75197	4041	LRP5
P30533	4043	AMRP
Q13449	4045	LSAMP
P33241	4046	LSP1
P48449	4047	ERG7	DB03696;DB02016;
P09960	4048	LKHA4	DB07102;DB06917;DB07258;DB07094;DB07259;DB02352;DB07292;DB07104;DB06828;DB08466;DB01197;DB05177;DB03366;DB06851;DB08040;DB02062;DB07099;DB07260;DB07196;DB11781;DB03424;DB07237;
P01374	4049	TNFB	DB00005;
Q06643	4050	TNFC
Q08477	4051	CP4F3
Q14766	4052	LTBP1
Q14767	4053	LTBP2
Q9NS15	4054	LTBP3
P36941	4055	TNR3
Q16873	4056	LTC4S	DB00972;DB00143;
P02788	4057	TRFL	DB06987;DB01811;DB03485;DB03017;DB04743;DB03040;DB08439;DB11182;
P29376	4058	LTK	DB12010;
P50895	4059	BCAM
P51884	4060	LUM	DB09130;
Q16553	4061	LY6E
O94772	4062	LY6H
Q9HBG7	4063	LY9
Q99467	4064	CD180
P12980	4066	LYL1
P07948	4067	LYN	DB03023;DB06616;DB01254;DB12010;DB09079;DB08901;
O60880	4068	SH21A
P61626	4069	LYSC	DB02159;DB03487;DB02759;DB03006;DB00128;DB04194;DB03189;DB03967;DB04268;DB03013;DB03120;DB03175;DB11182;DB02772;DB06912;
P09758	4070	TACD2
P30408	4071	T4S1
P16422	4072	EPCAM	DB06607;DB11075;DB05831;DB05319;DB09336;
P20645	4074	MPRD	DB02755;DB01272;DB02900;
Q14444	4076	CAPR1
Q14596	4077	NBR1
Q13394	4081	MB211
P29966	4082	MARCS
Q05195	4084	MAD1
Q13257	4085	MD2L1
Q15797	4086	SMAD1
Q15796	4087	SMAD2	DB04522;
P84022	4088	SMAD3
Q13485	4089	SMAD4
Q99717	4090	SMAD5
O43541	4091	SMAD6
O15105	4092	SMAD7
O15198	4093	SMAD9
O75444	4094	MAF
O15525	4097	MAFG
P20916	4099	MAG
P43355	4100	MAGA1
P43357	4102	MAGA3
P43358	4103	MAGA4
P43360	4105	MAGA6
P43361	4107	MAGA8
P43362	4108	MAGA9
P43363	4109	MAGAA
P43364	4110	MAGAB
P43365	4111	MAGAC
P43366	4112	MAGB1
O15479	4113	MAGB2
O15481	4115	MAGB4
P61326	4116	MGN
P20794	4117	MAK
P21145	4118	MAL
P49641	4122	MA2A2
Q9NTJ4	4123	MA2C1
Q16706	4124	MA2A1	DB06984;DB08321;DB03955;DB02318;DB03008;DB03414;DB02492;DB02742;DB02034;
O00754	4125	MA2B1
O00462	4126	MANBA
